title,currency,value,status
deal_4501,GBP,720.88,lost
deal_4502,GBP,10.63,deleted
deal_4503,GBP,518.77,lost
deal_4504,GBP,959.83,lost
deal_4505,GBP,854.66,won
deal_4506,USD,250.87,lost
deal_4507,GBP,511.27,lost
deal_4508,EUR,38.91,deleted
deal_4509,USD,113.25,open
deal_4510,EUR,634.31,lost
deal_4511,GBP,40.56,lost
deal_4512,USD,289.49,open
deal_4513,USD,78.45,won
deal_4514,USD,256.33,deleted
deal_4515,GBP,353.8,open
deal_4516,EUR,797.36,open
deal_4517,GBP,527.13,won
deal_4518,GBP,768.69,won
deal_4519,EUR,984.83,lost
deal_4520,GBP,932.39,won
deal_4521,EUR,610.72,deleted
deal_4522,EUR,393.6,won
deal_4523,USD,835.25,deleted
deal_4524,EUR,102.05,deleted
deal_4525,GBP,79.14,won
deal_4526,EUR,788.93,lost
deal_4527,EUR,982.19,open
deal_4528,GBP,718.01,lost
deal_4529,EUR,637.07,lost
deal_4530,EUR,244.53,open
deal_4531,GBP,5.57,deleted
deal_4532,GBP,233.0,won
deal_4533,GBP,801.18,deleted
deal_4534,EUR,148.93,deleted
deal_4535,USD,425.65,won
deal_4536,EUR,419.12,won
deal_4537,USD,612.49,open
deal_4538,GBP,495.34,open
deal_4539,EUR,105.91,lost
deal_4540,GBP,441.95,won
deal_4541,GBP,323.11,open
deal_4542,USD,164.23,open
deal_4543,USD,731.97,won
deal_4544,GBP,981.33,lost
deal_4545,GBP,302.78,lost
deal_4546,USD,889.57,won
deal_4547,USD,899.79,open
deal_4548,USD,882.74,lost
deal_4549,GBP,137.08,deleted
deal_4550,EUR,725.59,open
deal_4551,EUR,596.24,won
deal_4552,GBP,487.63,open
deal_4553,USD,250.42,won
deal_4554,EUR,776.95,deleted
deal_4555,USD,341.89,open
deal_4556,EUR,710.52,lost
deal_4557,GBP,300.91,won
deal_4558,USD,278.08,open
deal_4559,EUR,950.96,open
deal_4560,EUR,757.3,open
deal_4561,EUR,647.34,lost
deal_4562,USD,87.81,lost
deal_4563,EUR,746.21,deleted
deal_4564,USD,106.42,open
deal_4565,GBP,187.46,deleted
deal_4566,USD,296.27,won
deal_4567,GBP,521.03,lost
deal_4568,GBP,316.6,deleted
deal_4569,USD,946.87,deleted
deal_4570,USD,945.83,won
deal_4571,EUR,545.32,lost
deal_4572,USD,456.62,lost
deal_4573,EUR,668.29,deleted
deal_4574,GBP,898.32,won
deal_4575,GBP,856.89,deleted
deal_4576,USD,417.38,deleted
deal_4577,USD,322.04,deleted
deal_4578,GBP,958.61,deleted
deal_4579,GBP,346.98,open
deal_4580,USD,55.15,deleted
deal_4581,USD,113.41,open
deal_4582,GBP,584.99,lost
deal_4583,EUR,606.59,deleted
deal_4584,GBP,402.79,won
deal_4585,GBP,703.65,lost
deal_4586,EUR,643.41,lost
deal_4587,USD,633.0,open
deal_4588,USD,280.92,deleted
deal_4589,USD,460.46,open
deal_4590,GBP,865.93,lost
deal_4591,GBP,264.56,open
deal_4592,GBP,295.7,lost
deal_4593,EUR,179.99,lost
deal_4594,USD,666.17,deleted
deal_4595,USD,569.15,open
deal_4596,EUR,919.21,open
deal_4597,EUR,430.37,lost
deal_4598,EUR,778.28,deleted
deal_4599,GBP,589.53,deleted
deal_4600,EUR,966.86,won
deal_4601,GBP,334.5,won
deal_4602,GBP,351.26,open
deal_4603,EUR,993.84,lost
deal_4604,EUR,504.55,lost
deal_4605,USD,223.61,won
deal_4606,USD,43.23,deleted
deal_4607,GBP,993.97,lost
deal_4608,USD,835.49,deleted
deal_4609,GBP,510.29,won
deal_4610,USD,101.44,lost
deal_4611,USD,788.24,lost
deal_4612,GBP,922.98,won
deal_4613,USD,481.45,lost
deal_4614,GBP,12.93,open
deal_4615,EUR,717.3,won
deal_4616,GBP,771.44,deleted
deal_4617,EUR,781.07,deleted
deal_4618,EUR,929.48,open
deal_4619,GBP,190.19,open
deal_4620,GBP,613.48,open
deal_4621,USD,976.67,open
deal_4622,USD,201.76,open
deal_4623,USD,932.07,open
deal_4624,USD,642.04,lost
deal_4625,USD,105.08,open
deal_4626,EUR,736.86,lost
deal_4627,EUR,250.96,won
deal_4628,GBP,667.19,won
deal_4629,EUR,367.56,won
deal_4630,GBP,775.32,deleted
deal_4631,USD,392.39,deleted
deal_4632,USD,232.87,open
deal_4633,USD,699.16,lost
deal_4634,GBP,831.0,lost
deal_4635,EUR,576.51,deleted
deal_4636,USD,644.64,won
deal_4637,EUR,255.61,open
deal_4638,GBP,395.5,open
deal_4639,EUR,658.61,open
deal_4640,GBP,870.0,open
deal_4641,USD,247.04,won
deal_4642,USD,704.01,lost
deal_4643,USD,614.0,lost
deal_4644,GBP,346.57,lost
deal_4645,USD,785.98,won
deal_4646,GBP,879.29,deleted
deal_4647,GBP,121.65,lost
deal_4648,USD,440.99,open
deal_4649,GBP,873.27,won
deal_4650,USD,939.81,lost
deal_4651,GBP,55.0,won
deal_4652,GBP,867.1,lost
deal_4653,EUR,810.23,deleted
deal_4654,USD,615.54,deleted
deal_4655,GBP,328.82,open
deal_4656,EUR,462.19,open
deal_4657,GBP,976.52,open
deal_4658,EUR,910.57,won
deal_4659,EUR,443.22,lost
deal_4660,USD,9.81,won
deal_4661,GBP,543.17,lost
deal_4662,GBP,787.06,won
deal_4663,USD,537.32,open
deal_4664,GBP,104.66,deleted
deal_4665,GBP,381.55,deleted
deal_4666,GBP,95.42,won
deal_4667,USD,454.5,won
deal_4668,USD,148.44,open
deal_4669,GBP,680.73,lost
deal_4670,USD,670.2,won
deal_4671,GBP,344.11,won
deal_4672,EUR,890.16,deleted
deal_4673,USD,265.65,won
deal_4674,EUR,131.95,won
deal_4675,GBP,573.83,won
deal_4676,EUR,995.45,deleted
deal_4677,USD,24.41,won
deal_4678,EUR,638.42,won
deal_4679,GBP,323.56,open
deal_4680,GBP,536.96,deleted
deal_4681,GBP,671.24,open
deal_4682,GBP,399.61,open
deal_4683,EUR,278.58,open
deal_4684,GBP,56.7,open
deal_4685,EUR,135.09,open
deal_4686,GBP,650.19,open
deal_4687,GBP,327.78,lost
deal_4688,GBP,778.63,won
deal_4689,USD,143.1,won
deal_4690,GBP,665.91,lost
deal_4691,GBP,53.55,open
deal_4692,USD,894.93,lost
deal_4693,USD,842.25,open
deal_4694,USD,366.02,deleted
deal_4695,EUR,533.98,open
deal_4696,GBP,563.78,lost
deal_4697,GBP,959.29,lost
deal_4698,EUR,975.69,lost
deal_4699,USD,484.43,deleted
deal_4700,GBP,257.86,open
deal_4701,EUR,606.59,deleted
deal_4702,EUR,726.6,lost
deal_4703,EUR,580.83,lost
deal_4704,USD,454.3,lost
deal_4705,USD,649.05,deleted
deal_4706,USD,454.44,open
deal_4707,GBP,856.88,deleted
deal_4708,EUR,464.42,lost
deal_4709,GBP,583.85,deleted
deal_4710,EUR,433.38,won
deal_4711,EUR,492.41,won
deal_4712,EUR,644.93,deleted
deal_4713,USD,46.75,deleted
deal_4714,EUR,164.88,deleted
deal_4715,EUR,965.29,deleted
deal_4716,USD,378.27,deleted
deal_4717,GBP,148.91,open
deal_4718,GBP,63.43,lost
deal_4719,USD,819.8,open
deal_4720,USD,374.81,won
deal_4721,EUR,464.35,deleted
deal_4722,USD,456.51,won
deal_4723,GBP,844.43,lost
deal_4724,USD,577.28,won
deal_4725,EUR,693.46,lost
deal_4726,USD,981.73,deleted
deal_4727,USD,237.08,lost
deal_4728,GBP,558.81,won
deal_4729,USD,476.05,open
deal_4730,USD,150.79,deleted
deal_4731,GBP,905.55,deleted
deal_4732,USD,243.94,deleted
deal_4733,USD,432.6,open
deal_4734,EUR,101.46,deleted
deal_4735,EUR,181.85,lost
deal_4736,EUR,964.66,deleted
deal_4737,GBP,977.49,won
deal_4738,USD,133.7,lost
deal_4739,USD,886.19,deleted
deal_4740,USD,240.06,won
deal_4741,USD,657.11,open
deal_4742,USD,898.71,open
deal_4743,EUR,225.53,won
deal_4744,USD,124.58,deleted
deal_4745,GBP,144.61,lost
deal_4746,GBP,242.94,deleted
deal_4747,USD,615.58,open
deal_4748,EUR,990.65,won
deal_4749,GBP,259.63,lost
deal_4750,USD,52.97,deleted
deal_4751,USD,871.15,won
deal_4752,GBP,559.39,lost
deal_4753,GBP,280.75,open
deal_4754,GBP,473.59,open
deal_4755,GBP,979.24,deleted
deal_4756,USD,351.35,won
deal_4757,GBP,361.17,lost
deal_4758,EUR,203.85,won
deal_4759,EUR,190.12,won
deal_4760,USD,799.04,open
deal_4761,USD,750.94,open
deal_4762,USD,440.6,lost
deal_4763,USD,490.86,lost
deal_4764,GBP,666.15,deleted
deal_4765,EUR,322.4,won
deal_4766,USD,809.6,won
deal_4767,GBP,543.45,open
deal_4768,GBP,961.08,deleted
deal_4769,USD,860.79,lost
deal_4770,USD,734.51,open
deal_4771,USD,230.39,lost
deal_4772,EUR,441.62,lost
deal_4773,EUR,527.82,open
deal_4774,EUR,58.67,lost
deal_4775,USD,39.41,open
deal_4776,GBP,607.57,open
deal_4777,USD,186.52,open
deal_4778,GBP,186.26,deleted
deal_4779,GBP,45.46,deleted
deal_4780,USD,879.87,won
deal_4781,USD,13.47,won
deal_4782,EUR,889.7,won
deal_4783,GBP,489.48,won
deal_4784,EUR,965.7,won
deal_4785,GBP,565.87,open
deal_4786,GBP,175.85,open
deal_4787,GBP,892.46,won
deal_4788,EUR,619.21,lost
deal_4789,EUR,705.23,lost
deal_4790,GBP,785.31,won
deal_4791,EUR,628.16,lost
deal_4792,USD,964.34,won
deal_4793,USD,265.89,deleted
deal_4794,USD,186.43,deleted
deal_4795,GBP,587.93,won
deal_4796,USD,966.11,lost
deal_4797,USD,543.73,lost
deal_4798,GBP,784.31,deleted
deal_4799,GBP,396.73,lost
deal_4800,USD,43.55,open
deal_4801,USD,62.41,won
deal_4802,GBP,723.11,open
deal_4803,EUR,373.46,open
deal_4804,USD,310.21,deleted
deal_4805,EUR,939.1,won
deal_4806,EUR,524.84,won
deal_4807,EUR,705.79,lost
deal_4808,EUR,43.06,lost
deal_4809,USD,176.4,won
deal_4810,EUR,760.63,lost
deal_4811,USD,132.62,lost
deal_4812,USD,821.71,lost
deal_4813,USD,313.17,lost
deal_4814,USD,885.75,deleted
deal_4815,GBP,732.99,deleted
deal_4816,GBP,384.07,deleted
deal_4817,USD,509.49,open
deal_4818,USD,881.98,deleted
deal_4819,GBP,244.93,won
deal_4820,EUR,120.22,open
deal_4821,EUR,924.34,lost
deal_4822,USD,473.24,deleted
deal_4823,USD,377.27,won
deal_4824,USD,780.17,deleted
deal_4825,EUR,559.59,won
deal_4826,USD,36.33,won
deal_4827,USD,590.77,open
deal_4828,USD,107.59,deleted
deal_4829,EUR,931.98,open
deal_4830,EUR,940.52,lost
deal_4831,EUR,456.25,open
deal_4832,EUR,921.0,deleted
deal_4833,GBP,886.99,won
deal_4834,EUR,353.46,open
deal_4835,EUR,909.77,deleted
deal_4836,USD,500.52,lost
deal_4837,EUR,524.34,won
deal_4838,GBP,658.77,won
deal_4839,USD,990.37,won
deal_4840,USD,72.62,won
deal_4841,EUR,769.95,open
deal_4842,USD,716.12,lost
deal_4843,USD,396.74,deleted
deal_4844,EUR,242.06,open
deal_4845,USD,727.12,won
deal_4846,USD,119.05,lost
deal_4847,GBP,479.89,deleted
deal_4848,GBP,212.96,lost
deal_4849,GBP,883.04,lost
deal_4850,EUR,470.99,deleted
deal_4851,USD,168.52,open
deal_4852,USD,335.87,open
deal_4853,USD,476.12,open
deal_4854,EUR,874.37,won
deal_4855,EUR,114.66,deleted
deal_4856,GBP,467.65,won
deal_4857,EUR,669.46,won
deal_4858,USD,121.56,deleted
deal_4859,USD,536.46,deleted
deal_4860,USD,706.31,deleted
deal_4861,EUR,576.18,deleted
deal_4862,GBP,567.95,open
deal_4863,USD,437.53,lost
deal_4864,GBP,585.84,lost
deal_4865,GBP,72.57,deleted
deal_4866,USD,210.45,open
deal_4867,EUR,780.0,won
deal_4868,USD,534.82,lost
deal_4869,EUR,290.16,open
deal_4870,USD,448.71,won
deal_4871,EUR,907.27,deleted
deal_4872,USD,977.41,deleted
deal_4873,USD,307.53,won
deal_4874,USD,50.22,won
deal_4875,USD,310.72,won
deal_4876,EUR,530.03,lost
deal_4877,GBP,240.6,won
deal_4878,EUR,987.28,won
deal_4879,GBP,620.25,open
deal_4880,USD,345.54,won
deal_4881,EUR,421.12,lost
deal_4882,USD,478.18,won
deal_4883,GBP,544.75,lost
deal_4884,USD,727.9,deleted
deal_4885,USD,448.28,lost
deal_4886,EUR,455.01,deleted
deal_4887,EUR,287.73,won
deal_4888,GBP,687.7,won
deal_4889,USD,558.3,open
deal_4890,USD,187.14,deleted
deal_4891,GBP,350.66,open
deal_4892,GBP,799.85,deleted
deal_4893,USD,494.6,lost
deal_4894,USD,388.74,won
deal_4895,USD,327.51,deleted
deal_4896,GBP,991.79,won
deal_4897,USD,239.82,won
deal_4898,USD,844.16,open
deal_4899,EUR,504.09,deleted
deal_4900,USD,266.81,open
deal_4901,GBP,324.56,deleted
deal_4902,USD,956.77,lost
deal_4903,GBP,489.32,open
deal_4904,USD,625.85,deleted
deal_4905,EUR,666.64,lost
deal_4906,EUR,77.38,deleted
deal_4907,GBP,938.21,won
deal_4908,USD,466.42,lost
deal_4909,EUR,679.53,deleted
deal_4910,EUR,16.96,open
deal_4911,EUR,33.17,lost
deal_4912,EUR,631.43,open
deal_4913,USD,916.34,lost
deal_4914,EUR,1.17,deleted
deal_4915,EUR,233.37,won
deal_4916,GBP,175.43,open
deal_4917,USD,81.14,won
deal_4918,EUR,903.09,open
deal_4919,GBP,405.07,won
deal_4920,GBP,741.49,won
deal_4921,GBP,222.53,won
deal_4922,USD,477.99,won
deal_4923,EUR,550.89,deleted
deal_4924,EUR,957.15,open
deal_4925,EUR,709.38,open
deal_4926,EUR,451.74,won
deal_4927,USD,325.13,open
deal_4928,EUR,82.29,won
deal_4929,USD,812.56,deleted
deal_4930,GBP,161.88,deleted
deal_4931,EUR,442.97,lost
deal_4932,USD,653.67,won
deal_4933,GBP,523.27,won
deal_4934,GBP,710.25,lost
deal_4935,GBP,654.01,open
deal_4936,GBP,332.2,won
deal_4937,EUR,108.14,open
deal_4938,USD,780.7,lost
deal_4939,GBP,559.25,lost
deal_4940,GBP,133.0,deleted
deal_4941,USD,849.94,open
deal_4942,GBP,512.14,deleted
deal_4943,GBP,540.4,deleted
deal_4944,EUR,832.8,lost
deal_4945,USD,535.38,won
deal_4946,USD,821.27,won
deal_4947,EUR,918.83,lost
deal_4948,EUR,992.18,lost
deal_4949,GBP,351.24,lost
deal_4950,GBP,310.12,open
deal_4951,USD,101.42,lost
deal_4952,EUR,646.09,lost
deal_4953,GBP,983.62,won
deal_4954,USD,148.82,won
deal_4955,GBP,485.02,won
deal_4956,USD,880.79,deleted
deal_4957,USD,491.72,deleted
deal_4958,EUR,179.21,deleted
deal_4959,GBP,900.2,deleted
deal_4960,GBP,82.13,deleted
deal_4961,USD,115.3,won
deal_4962,EUR,258.04,open
deal_4963,USD,430.19,open
deal_4964,USD,426.99,lost
deal_4965,USD,117.2,open
deal_4966,GBP,26.23,lost
deal_4967,USD,953.97,won
deal_4968,GBP,596.92,open
deal_4969,USD,370.21,lost
deal_4970,GBP,313.33,lost
deal_4971,EUR,71.86,won
deal_4972,EUR,866.04,lost
deal_4973,EUR,62.26,open
deal_4974,USD,359.87,open
deal_4975,USD,514.57,deleted
deal_4976,USD,664.58,lost
deal_4977,GBP,98.01,open
deal_4978,USD,344.48,deleted
deal_4979,USD,385.61,lost
deal_4980,USD,637.89,open
deal_4981,EUR,300.01,deleted
deal_4982,GBP,992.36,open
deal_4983,EUR,69.49,lost
deal_4984,EUR,752.0,deleted
deal_4985,USD,36.76,deleted
deal_4986,USD,223.95,won
deal_4987,USD,10.63,deleted
deal_4988,GBP,791.3,lost
deal_4989,GBP,462.97,won
deal_4990,EUR,563.72,open
deal_4991,GBP,182.4,lost
deal_4992,GBP,928.82,open
deal_4993,USD,270.76,lost
deal_4994,USD,850.66,lost
deal_4995,GBP,211.33,open
deal_4996,USD,708.72,deleted
deal_4997,GBP,362.46,open
deal_4998,EUR,771.14,deleted
deal_4999,EUR,33.89,won
deal_5000,EUR,861.09,deleted
deal_5001,GBP,524.51,deleted
deal_5002,USD,273.81,deleted
deal_5003,USD,601.61,open
deal_5004,GBP,718.14,lost
deal_5005,USD,378.67,open
deal_5006,EUR,251.6,open
deal_5007,EUR,141.93,lost
deal_5008,EUR,322.58,won
deal_5009,EUR,535.68,won
deal_5010,EUR,450.81,lost
deal_5011,USD,286.49,lost
deal_5012,GBP,805.35,lost
deal_5013,USD,437.5,open
deal_5014,GBP,360.62,deleted
deal_5015,GBP,359.16,open
deal_5016,USD,247.88,lost
deal_5017,EUR,437.25,won
deal_5018,USD,679.86,won
deal_5019,EUR,594.54,lost
deal_5020,USD,442.49,deleted
deal_5021,EUR,69.67,open
deal_5022,USD,812.07,deleted
deal_5023,GBP,927.06,won
deal_5024,GBP,859.33,deleted
deal_5025,GBP,364.67,lost
deal_5026,GBP,307.04,open
deal_5027,GBP,479.64,lost
deal_5028,GBP,155.21,deleted
deal_5029,GBP,495.1,lost
deal_5030,EUR,663.18,lost
deal_5031,EUR,351.83,open
deal_5032,EUR,335.25,deleted
deal_5033,USD,679.67,open
deal_5034,GBP,389.69,open
deal_5035,EUR,814.29,open
deal_5036,USD,28.27,deleted
deal_5037,EUR,508.36,open
deal_5038,GBP,615.1,open
deal_5039,GBP,451.37,won
deal_5040,USD,343.13,deleted
deal_5041,USD,720.86,won
deal_5042,EUR,500.93,lost
deal_5043,USD,114.29,deleted
deal_5044,USD,549.52,deleted
deal_5045,GBP,918.1,won
deal_5046,GBP,681.18,lost
deal_5047,EUR,101.62,open
deal_5048,GBP,100.61,open
deal_5049,EUR,706.35,open
deal_5050,EUR,6.5,open
deal_5051,GBP,743.79,won
deal_5052,GBP,484.69,deleted
deal_5053,EUR,753.17,open
deal_5054,GBP,403.5,open
deal_5055,USD,686.64,lost
deal_5056,EUR,698.67,won
deal_5057,EUR,122.23,deleted
deal_5058,GBP,695.44,deleted
deal_5059,GBP,463.64,lost
deal_5060,EUR,189.87,lost
deal_5061,GBP,680.89,open
deal_5062,USD,269.64,open
deal_5063,EUR,165.32,lost
deal_5064,USD,345.07,open
deal_5065,EUR,642.9,open
deal_5066,USD,869.13,open
deal_5067,EUR,510.56,lost
deal_5068,EUR,405.09,lost
deal_5069,GBP,686.08,open
deal_5070,GBP,179.46,won
deal_5071,USD,251.87,deleted
deal_5072,USD,322.74,won
deal_5073,USD,972.91,won
deal_5074,USD,582.19,lost
deal_5075,GBP,852.41,lost
deal_5076,GBP,209.39,deleted
deal_5077,EUR,252.94,won
deal_5078,EUR,317.12,open
deal_5079,USD,49.59,lost
deal_5080,USD,416.85,deleted
deal_5081,EUR,374.54,lost
deal_5082,USD,677.0,open
deal_5083,USD,346.62,deleted
deal_5084,EUR,147.4,lost
deal_5085,GBP,701.72,lost
deal_5086,EUR,146.4,deleted
deal_5087,EUR,991.15,open
deal_5088,GBP,9.44,open
deal_5089,GBP,848.69,won
deal_5090,EUR,943.05,deleted
deal_5091,USD,650.49,open
deal_5092,USD,355.41,lost
deal_5093,GBP,328.94,deleted
deal_5094,EUR,510.87,open
deal_5095,GBP,823.1,lost
deal_5096,USD,365.42,deleted
deal_5097,GBP,295.87,lost
deal_5098,EUR,364.94,won
deal_5099,USD,327.86,deleted
deal_5100,GBP,155.49,lost
deal_5101,EUR,95.04,lost
deal_5102,GBP,481.99,lost
deal_5103,EUR,447.53,deleted
deal_5104,EUR,746.31,open
deal_5105,USD,780.2,won
deal_5106,EUR,707.02,lost
deal_5107,GBP,426.46,won
deal_5108,GBP,442.89,open
deal_5109,GBP,373.29,won
deal_5110,EUR,782.86,deleted
deal_5111,GBP,571.18,lost
deal_5112,EUR,226.63,won
deal_5113,GBP,592.77,lost
deal_5114,GBP,643.21,lost
deal_5115,USD,351.74,won
deal_5116,USD,857.32,deleted
deal_5117,USD,231.97,open
deal_5118,EUR,561.41,won
deal_5119,USD,376.6,lost
deal_5120,EUR,258.68,open
deal_5121,EUR,698.28,won
deal_5122,EUR,830.42,deleted
deal_5123,GBP,8.49,deleted
deal_5124,USD,434.6,won
deal_5125,USD,369.48,lost
deal_5126,GBP,215.76,deleted
deal_5127,USD,905.91,lost
deal_5128,USD,591.58,deleted
deal_5129,GBP,931.27,deleted
deal_5130,GBP,575.73,lost
deal_5131,GBP,217.44,won
deal_5132,EUR,822.86,open
deal_5133,EUR,134.2,won
deal_5134,EUR,784.77,lost
deal_5135,GBP,789.3,won
deal_5136,USD,933.05,won
deal_5137,EUR,10.66,won
deal_5138,GBP,634.66,lost
deal_5139,EUR,529.99,open
deal_5140,USD,851.58,open
deal_5141,EUR,660.98,won
deal_5142,GBP,748.4,open
deal_5143,EUR,511.43,won
deal_5144,GBP,439.87,won
deal_5145,GBP,507.32,deleted
deal_5146,EUR,703.03,lost
deal_5147,USD,388.09,lost
deal_5148,USD,472.79,open
deal_5149,USD,44.32,open
deal_5150,USD,939.35,lost
deal_5151,EUR,442.08,deleted
deal_5152,USD,187.8,deleted
deal_5153,EUR,913.03,won
deal_5154,GBP,362.56,deleted
deal_5155,EUR,213.77,deleted
deal_5156,USD,715.15,open
deal_5157,USD,188.98,open
deal_5158,EUR,258.21,won
deal_5159,GBP,994.29,open
deal_5160,EUR,978.42,lost
deal_5161,USD,449.56,lost
deal_5162,GBP,926.14,lost
deal_5163,GBP,0.27,open
deal_5164,EUR,781.45,won
deal_5165,USD,577.77,lost
deal_5166,EUR,431.9,won
deal_5167,GBP,115.67,deleted
deal_5168,GBP,190.28,deleted
deal_5169,USD,149.53,open
deal_5170,USD,216.9,open
deal_5171,USD,450.01,lost
deal_5172,GBP,672.35,open
deal_5173,EUR,987.08,lost
deal_5174,USD,538.09,won
deal_5175,USD,914.44,won
deal_5176,GBP,306.31,open
deal_5177,GBP,571.81,open
deal_5178,USD,380.26,lost
deal_5179,GBP,849.25,open
deal_5180,USD,496.14,open
deal_5181,USD,781.51,deleted
deal_5182,GBP,705.79,open
deal_5183,GBP,865.79,deleted
deal_5184,EUR,48.61,won
deal_5185,EUR,514.68,won
deal_5186,EUR,140.03,deleted
deal_5187,EUR,405.0,open
deal_5188,EUR,581.82,lost
deal_5189,EUR,535.28,deleted
deal_5190,EUR,517.76,deleted
deal_5191,GBP,75.04,open
deal_5192,USD,115.62,won
deal_5193,USD,407.92,open
deal_5194,USD,202.06,won
deal_5195,EUR,410.66,deleted
deal_5196,USD,906.72,won
deal_5197,EUR,896.22,deleted
deal_5198,USD,383.06,lost
deal_5199,USD,363.9,open
deal_5200,EUR,236.07,deleted
deal_5201,EUR,725.89,open
deal_5202,EUR,390.02,deleted
deal_5203,EUR,474.53,won
deal_5204,USD,472.99,open
deal_5205,GBP,7.32,open
deal_5206,EUR,846.09,deleted
deal_5207,EUR,637.4,lost
deal_5208,EUR,384.28,open
deal_5209,EUR,927.79,deleted
deal_5210,EUR,435.05,lost
deal_5211,EUR,152.12,open
deal_5212,USD,808.04,open
deal_5213,GBP,686.2,won
deal_5214,GBP,897.74,won
deal_5215,USD,506.78,won
deal_5216,GBP,860.92,lost
deal_5217,EUR,39.96,lost
deal_5218,USD,311.72,deleted
deal_5219,GBP,610.57,won
deal_5220,EUR,538.71,open
deal_5221,GBP,559.87,won
deal_5222,USD,181.95,won
deal_5223,USD,59.36,deleted
deal_5224,GBP,93.19,open
deal_5225,EUR,844.76,open
deal_5226,GBP,579.49,lost
deal_5227,EUR,643.19,lost
deal_5228,GBP,53.98,deleted
deal_5229,USD,514.42,lost
deal_5230,GBP,949.46,deleted
deal_5231,GBP,51.96,deleted
deal_5232,USD,920.13,lost
deal_5233,GBP,751.84,lost
deal_5234,GBP,208.17,open
deal_5235,EUR,987.69,won
deal_5236,USD,287.31,deleted
deal_5237,USD,541.06,open
deal_5238,EUR,148.22,lost
deal_5239,GBP,392.8,lost
deal_5240,USD,660.53,open
deal_5241,USD,17.81,won
deal_5242,USD,677.86,lost
deal_5243,GBP,514.95,won
deal_5244,GBP,845.16,lost
deal_5245,USD,358.59,won
deal_5246,GBP,547.1,lost
deal_5247,GBP,858.14,open
deal_5248,USD,437.73,open
deal_5249,GBP,945.25,lost
deal_5250,EUR,41.88,lost
deal_5251,GBP,457.47,open
deal_5252,EUR,46.98,deleted
deal_5253,USD,38.99,deleted
deal_5254,USD,655.93,deleted
deal_5255,EUR,811.43,deleted
deal_5256,EUR,217.58,won
deal_5257,USD,990.92,won
deal_5258,EUR,853.39,deleted
deal_5259,EUR,827.51,deleted
deal_5260,EUR,682.06,deleted
deal_5261,GBP,333.82,open
deal_5262,EUR,152.18,open
deal_5263,GBP,209.91,lost
deal_5264,EUR,147.18,won
deal_5265,GBP,725.2,deleted
deal_5266,GBP,743.67,lost
deal_5267,GBP,509.83,open
deal_5268,USD,733.52,lost
deal_5269,USD,370.73,won
deal_5270,EUR,540.59,open
deal_5271,EUR,984.94,won
deal_5272,GBP,821.36,lost
deal_5273,EUR,46.65,open
deal_5274,EUR,806.28,lost
deal_5275,USD,858.31,lost
deal_5276,GBP,425.29,lost
deal_5277,GBP,388.95,lost
deal_5278,GBP,872.56,won
deal_5279,EUR,519.81,open
deal_5280,EUR,439.19,lost
deal_5281,GBP,907.96,lost
deal_5282,USD,462.41,open
deal_5283,GBP,283.96,lost
deal_5284,EUR,1.99,open
deal_5285,GBP,190.65,open
deal_5286,EUR,789.13,won
deal_5287,USD,336.55,won
deal_5288,USD,615.53,open
deal_5289,USD,604.74,won
deal_5290,EUR,772.32,deleted
deal_5291,USD,712.34,won
deal_5292,GBP,689.97,lost
deal_5293,EUR,860.49,lost
deal_5294,USD,118.06,open
deal_5295,USD,516.1,open
deal_5296,USD,226.86,lost
deal_5297,EUR,504.06,open
deal_5298,USD,283.72,lost
deal_5299,GBP,9.38,deleted
deal_5300,GBP,220.88,lost
deal_5301,EUR,805.4,open
deal_5302,GBP,447.56,lost
deal_5303,USD,776.43,won
deal_5304,GBP,224.44,won
deal_5305,EUR,481.89,open
deal_5306,GBP,423.41,open
deal_5307,USD,393.14,lost
deal_5308,GBP,620.29,deleted
deal_5309,USD,172.63,deleted
deal_5310,GBP,819.95,open
deal_5311,EUR,505.75,deleted
deal_5312,USD,693.77,deleted
deal_5313,EUR,426.56,deleted
deal_5314,USD,768.64,deleted
deal_5315,USD,928.31,lost
deal_5316,GBP,343.2,open
deal_5317,GBP,218.23,open
deal_5318,EUR,987.74,open
deal_5319,GBP,797.63,open
deal_5320,EUR,467.82,won
deal_5321,GBP,662.86,deleted
deal_5322,USD,527.03,lost
deal_5323,GBP,250.62,open
deal_5324,EUR,437.89,won
deal_5325,EUR,889.86,won
deal_5326,EUR,815.25,lost
deal_5327,GBP,784.85,deleted
deal_5328,GBP,297.9,deleted
deal_5329,USD,763.09,open
deal_5330,GBP,981.54,lost
deal_5331,GBP,211.22,won
deal_5332,USD,455.08,open
deal_5333,GBP,350.44,open
deal_5334,EUR,293.93,deleted
deal_5335,EUR,40.24,deleted
deal_5336,EUR,331.04,lost
deal_5337,EUR,166.78,deleted
deal_5338,EUR,549.58,open
deal_5339,USD,978.09,deleted
deal_5340,EUR,25.0,open
deal_5341,EUR,55.77,deleted
deal_5342,EUR,365.09,won
deal_5343,USD,149.91,open
deal_5344,USD,176.23,open
deal_5345,USD,647.43,lost
deal_5346,GBP,541.7,open
deal_5347,GBP,607.42,lost
deal_5348,USD,652.6,lost
deal_5349,GBP,767.53,won
deal_5350,USD,611.1,won
deal_5351,EUR,566.88,open
deal_5352,EUR,130.67,won
deal_5353,EUR,361.18,open
